GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,AD4BE001,NAME_M,AD4BM001
"G12518","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12518",,,,,,,"ZCTA5 12518",0.4210,"ZCTA5 12518",0.0400
"G12520","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12520",,,,,,,"ZCTA5 12520",0.4147,"ZCTA5 12520",0.0533
"G12521","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12521",,,,,,,"ZCTA5 12521",0.4708,"ZCTA5 12521",0.1268
"G12522","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12522",,,,,,,"ZCTA5 12522",0.4062,"ZCTA5 12522",0.0548
"G12523","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12523",,,,,,,"ZCTA5 12523",0.3803,"ZCTA5 12523",0.0593
"G12524","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12524",,,,,,,"ZCTA5 12524",0.3846,"ZCTA5 12524",0.0179
"G12525","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12525",,,,,,,"ZCTA5 12525",0.4416,"ZCTA5 12525",0.0895
"G12526","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12526",,,,,,,"ZCTA5 12526",0.4443,"ZCTA5 12526",0.0360
"G12527","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12527",,,,,,,"ZCTA5 12527",0.3214,"ZCTA5 12527",0.3053
"G12528","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12528",,,,,,,"ZCTA5 12528",0.4097,"ZCTA5 12528",0.0235
"G12529","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12529",,,,,,,"ZCTA5 12529",0.4649,"ZCTA5 12529",0.0758
"G12530","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12530",,,,,,,"ZCTA5 12530",0.1527,"ZCTA5 12530",0.1120
"G12531","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12531",,,,,,,"ZCTA5 12531",0.4578,"ZCTA5 12531",0.0815
"G12533","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12533",,,,,,,"ZCTA5 12533",0.3866,"ZCTA5 12533",0.0218
"G12534","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12534",,,,,,,"ZCTA5 12534",0.4708,"ZCTA5 12534",0.0261
"G12538","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12538",,,,,,,"ZCTA5 12538",0.3935,"ZCTA5 12538",0.0206
"G12540","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12540",,,,,,,"ZCTA5 12540",0.3720,"ZCTA5 12540",0.0360
"G12542","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12542",,,,,,,"ZCTA5 12542",0.4121,"ZCTA5 12542",0.0309
"G12543","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12543",,,,,,,"ZCTA5 12543",0.4342,"ZCTA5 12543",0.0354
"G12545","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12545",,,,,,,"ZCTA5 12545",0.4485,"ZCTA5 12545",0.0456
"G12546","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12546",,,,,,,"ZCTA5 12546",0.4195,"ZCTA5 12546",0.0694
"G12547","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12547",,,,,,,"ZCTA5 12547",0.3764,"ZCTA5 12547",0.0403
"G12548","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12548",,,,,,,"ZCTA5 12548",0.3904,"ZCTA5 12548",0.0737
"G12549","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12549",,,,,,,"ZCTA5 12549",0.4087,"ZCTA5 12549",0.0469
"G12550","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12550",,,,,,,"ZCTA5 12550",0.4644,"ZCTA5 12550",0.0172
"G12553","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12553",,,,,,,"ZCTA5 12553",0.4078,"ZCTA5 12553",0.0199
"G12561","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12561",,,,,,,"ZCTA5 12561",0.4868,"ZCTA5 12561",0.0327
"G12563","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12563",,,,,,,"ZCTA5 12563",0.3514,"ZCTA5 12563",0.0341
"G12564","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12564",,,,,,,"ZCTA5 12564",0.4656,"ZCTA5 12564",0.0554
"G12565","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12565",,,,,,,"ZCTA5 12565",0.4918,"ZCTA5 12565",0.1031
"G12566","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12566",,,,,,,"ZCTA5 12566",0.4152,"ZCTA5 12566",0.0438
"G12567","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12567",,,,,,,"ZCTA5 12567",0.4685,"ZCTA5 12567",0.0616
"G12569","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12569",,,,,,,"ZCTA5 12569",0.4205,"ZCTA5 12569",0.0669
"G12570","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12570",,,,,,,"ZCTA5 12570",0.3875,"ZCTA5 12570",0.0313
"G12571","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12571",,,,,,,"ZCTA5 12571",0.4495,"ZCTA5 12571",0.0200
"G12572","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12572",,,,,,,"ZCTA5 12572",0.5063,"ZCTA5 12572",0.0317
"G12574","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12574",,,,,,,"ZCTA5 12574",0.2007,"ZCTA5 12574",0.0750
"G12575","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12575",,,,,,,"ZCTA5 12575",0.3051,"ZCTA5 12575",0.0476
"G12577","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12577",,,,,,,"ZCTA5 12577",0.4130,"ZCTA5 12577",0.1036
"G12578","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12578",,,,,,,"ZCTA5 12578",0.3814,"ZCTA5 12578",0.0598
"G12580","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12580",,,,,,,"ZCTA5 12580",0.4797,"ZCTA5 12580",0.0521
"G12581","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12581",,,,,,,"ZCTA5 12581",0.5102,"ZCTA5 12581",0.0835
"G12582","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12582",,,,,,,"ZCTA5 12582",0.3475,"ZCTA5 12582",0.0404
"G12583","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12583",,,,,,,"ZCTA5 12583",0.4714,"ZCTA5 12583",0.0539
"G12585","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12585",,,,,,,"ZCTA5 12585",0.3800,"ZCTA5 12585",0.0958
"G12586","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12586",,,,,,,"ZCTA5 12586",0.3855,"ZCTA5 12586",0.0311
"G12589","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12589",,,,,,,"ZCTA5 12589",0.4072,"ZCTA5 12589",0.0364
"G12590","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12590",,,,,,,"ZCTA5 12590",0.3836,"ZCTA5 12590",0.0204
"G12592","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12592",,,,,,,"ZCTA5 12592",0.3166,"ZCTA5 12592",0.0839
"G12594","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12594",,,,,,,"ZCTA5 12594",0.3813,"ZCTA5 12594",0.0438
"G12601","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12601",,,,,,,"ZCTA5 12601",0.4911,"ZCTA5 12601",0.0195
"G12603","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12603",,,,,,,"ZCTA5 12603",0.3962,"ZCTA5 12603",0.0154
"G12604","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12604",,,,,,,"ZCTA5 12604",,"ZCTA5 12604",
"G12701","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12701",,,,,,,"ZCTA5 12701",0.5065,"ZCTA5 12701",0.0441
"G12719","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12719",,,,,,,"ZCTA5 12719",0.5259,"ZCTA5 12719",0.0688
"G12720","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12720",,,,,,,"ZCTA5 12720",0.2757,"ZCTA5 12720",0.2043
"G12721","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12721",,,,,,,"ZCTA5 12721",0.3907,"ZCTA5 12721",0.0285
"G12722","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12722",,,,,,,"ZCTA5 12722",0.4223,"ZCTA5 12722",0.1900
"G12723","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12723",,,,,,,"ZCTA5 12723",0.3730,"ZCTA5 12723",0.0484
"G12724","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12724",,,,,,,"ZCTA5 12724",0.2994,"ZCTA5 12724",0.0934
"G12725","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12725",,,,,,,"ZCTA5 12725",0.4646,"ZCTA5 12725",0.1019
"G12726","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12726",,,,,,,"ZCTA5 12726",0.3597,"ZCTA5 12726",0.0372
"G12729","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12729",,,,,,,"ZCTA5 12729",0.5226,"ZCTA5 12729",0.0964
"G12732","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12732",,,,,,,"ZCTA5 12732",0.5012,"ZCTA5 12732",0.1317
"G12733","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12733",,,,,,,"ZCTA5 12733",0.4062,"ZCTA5 12733",0.1215
"G12734","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12734",,,,,,,"ZCTA5 12734",0.4417,"ZCTA5 12734",0.0842
"G12736","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12736",,,,,,,"ZCTA5 12736",0.4220,"ZCTA5 12736",0.1636
"G12737","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12737",,,,,,,"ZCTA5 12737",0.3654,"ZCTA5 12737",0.0323
"G12738","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12738",,,,,,,"ZCTA5 12738",0.4367,"ZCTA5 12738",0.0862
"G12740","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12740",,,,,,,"ZCTA5 12740",0.4074,"ZCTA5 12740",0.0648
"G12741","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12741",,,,,,,"ZCTA5 12741",0.4219,"ZCTA5 12741",0.0574
"G12742","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12742",,,,,,,"ZCTA5 12742",0.3580,"ZCTA5 12742",0.0757
"G12743","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12743",,,,,,,"ZCTA5 12743",0.4336,"ZCTA5 12743",0.1088
"G12745","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12745",,,,,,,"ZCTA5 12745",0.2913,"ZCTA5 12745",0.1807
"G12746","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12746",,,,,,,"ZCTA5 12746",0.3065,"ZCTA5 12746",0.0474
"G12747","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12747",,,,,,,"ZCTA5 12747",0.3913,"ZCTA5 12747",0.0645
"G12748","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12748",,,,,,,"ZCTA5 12748",0.4825,"ZCTA5 12748",0.1214
"G12749","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12749",,,,,,,"ZCTA5 12749",0.3816,"ZCTA5 12749",0.0945
"G12750","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12750",,,,,,,"ZCTA5 12750",0.3866,"ZCTA5 12750",0.0629
"G12751","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12751",,,,,,,"ZCTA5 12751",0.4082,"ZCTA5 12751",0.0617
"G12752","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12752",,,,,,,"ZCTA5 12752",0.3602,"ZCTA5 12752",0.0740
"G12754","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12754",,,,,,,"ZCTA5 12754",0.5224,"ZCTA5 12754",0.0600
"G12758","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12758",,,,,,,"ZCTA5 12758",0.4949,"ZCTA5 12758",0.0845
"G12759","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12759",,,,,,,"ZCTA5 12759",0.4284,"ZCTA5 12759",0.0584
"G12760","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12760",,,,,,,"ZCTA5 12760",0.4425,"ZCTA5 12760",0.0704
"G12762","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12762",,,,,,,"ZCTA5 12762",0.3960,"ZCTA5 12762",0.2179
"G12763","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12763",,,,,,,"ZCTA5 12763",0.3651,"ZCTA5 12763",0.0828
"G12764","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12764",,,,,,,"ZCTA5 12764",0.4687,"ZCTA5 12764",0.0739
"G12765","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12765",,,,,,,"ZCTA5 12765",0.3156,"ZCTA5 12765",0.0755
"G12766","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12766",,,,,,,"ZCTA5 12766",0.2359,"ZCTA5 12766",0.0521
"G12767","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12767",,,,,,,"ZCTA5 12767",0.0397,"ZCTA5 12767",0.0184
"G12768","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12768",,,,,,,"ZCTA5 12768",0.4437,"ZCTA5 12768",0.0651
"G12769","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12769",,,,,,,"ZCTA5 12769",0.3552,"ZCTA5 12769",0.1181
"G12770","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12770",,,,,,,"ZCTA5 12770",0.4107,"ZCTA5 12770",0.1150
"G12771","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12771",,,,,,,"ZCTA5 12771",0.4677,"ZCTA5 12771",0.0330
"G12775","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12775",,,,,,,"ZCTA5 12775",0.3333,"ZCTA5 12775",0.0459
"G12776","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12776",,,,,,,"ZCTA5 12776",0.4417,"ZCTA5 12776",0.0728
"G12777","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12777",,,,,,,"ZCTA5 12777",0.4798,"ZCTA5 12777",0.0982
"G12778","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12778",,,,,,,"ZCTA5 12778",0.4150,"ZCTA5 12778",0.0920
"G12779","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12779",,,,,,,"ZCTA5 12779",0.4327,"ZCTA5 12779",0.0650
"G12780","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12780",,,,,,,"ZCTA5 12780",0.4361,"ZCTA5 12780",0.0560
"G12781","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12781",,,,,,,"ZCTA5 12781",0.2935,"ZCTA5 12781",0.1622
"G12783","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12783",,,,,,,"ZCTA5 12783",0.3207,"ZCTA5 12783",0.0439
"G12784","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12784",,,,,,,"ZCTA5 12784",0.5008,"ZCTA5 12784",0.3751
"G12785","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12785",,,,,,,"ZCTA5 12785",0.4923,"ZCTA5 12785",0.1141
"G12786","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12786",,,,,,,"ZCTA5 12786",0.2898,"ZCTA5 12786",0.1247
"G12787","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12787",,,,,,,"ZCTA5 12787",0.4010,"ZCTA5 12787",0.1096
"G12788","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12788",,,,,,,"ZCTA5 12788",0.3838,"ZCTA5 12788",0.0450
"G12789","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12789",,,,,,,"ZCTA5 12789",0.4339,"ZCTA5 12789",0.0478
"G12790","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12790",,,,,,,"ZCTA5 12790",0.4060,"ZCTA5 12790",0.0306
"G12791","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12791",,,,,,,"ZCTA5 12791",0.4252,"ZCTA5 12791",0.1202
"G12792","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12792",,,,,,,"ZCTA5 12792",0.4460,"ZCTA5 12792",0.1965
"G12801","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12801",,,,,,,"ZCTA5 12801",0.4434,"ZCTA5 12801",0.0218
"G12803","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12803",,,,,,,"ZCTA5 12803",0.3599,"ZCTA5 12803",0.0268
"G12804","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12804",,,,,,,"ZCTA5 12804",0.4395,"ZCTA5 12804",0.0263
"G12808","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12808",,,,,,,"ZCTA5 12808",0.3378,"ZCTA5 12808",0.0572
"G12809","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12809",,,,,,,"ZCTA5 12809",0.3784,"ZCTA5 12809",0.0508
"G12810","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12810",,,,,,,"ZCTA5 12810",0.3490,"ZCTA5 12810",0.0501
"G12811","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12811",,,,,,,"ZCTA5 12811",0.2345,"ZCTA5 12811",0.1602
"G12812","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12812",,,,,,,"ZCTA5 12812",0.1728,"ZCTA5 12812",0.0933
"G12814","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12814",,,,,,,"ZCTA5 12814",0.4595,"ZCTA5 12814",0.0865
"G12815","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12815",,,,,,,"ZCTA5 12815",0.4183,"ZCTA5 12815",0.0390
"G12816","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12816",,,,,,,"ZCTA5 12816",0.4061,"ZCTA5 12816",0.0223
"G12817","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12817",,,,,,,"ZCTA5 12817",0.3971,"ZCTA5 12817",0.0578
"G12819","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12819",,,,,,,"ZCTA5 12819",0.3849,"ZCTA5 12819",0.0678
"G12821","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12821",,,,,,,"ZCTA5 12821",0.3208,"ZCTA5 12821",0.0803
"G12822","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12822",,,,,,,"ZCTA5 12822",0.4110,"ZCTA5 12822",0.0256
"G12823","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12823",,,,,,,"ZCTA5 12823",0.3503,"ZCTA5 12823",0.2092
"G12824","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12824",,,,,,,"ZCTA5 12824",0.4293,"ZCTA5 12824",0.0655
"G12827","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12827",,,,,,,"ZCTA5 12827",0.3562,"ZCTA5 12827",0.0343
"G12828","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12828",,,,,,,"ZCTA5 12828",0.4404,"ZCTA5 12828",0.0504
"G12831","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12831",,,,,,,"ZCTA5 12831",0.3818,"ZCTA5 12831",0.0297
"G12832","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12832",,,,,,,"ZCTA5 12832",0.3907,"ZCTA5 12832",0.0240
"G12833","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12833",,,,,,,"ZCTA5 12833",0.3711,"ZCTA5 12833",0.0418
"G12834","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12834",,,,,,,"ZCTA5 12834",0.4145,"ZCTA5 12834",0.0307
"G12835","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12835",,,,,,,"ZCTA5 12835",0.3682,"ZCTA5 12835",0.0268
"G12836","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12836",,,,,,,"ZCTA5 12836",0.3750,"ZCTA5 12836",0.0496
"G12837","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12837",,,,,,,"ZCTA5 12837",0.4105,"ZCTA5 12837",0.0550
"G12838","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12838",,,,,,,"ZCTA5 12838",0.3453,"ZCTA5 12838",0.0614
"G12839","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12839",,,,,,,"ZCTA5 12839",0.4088,"ZCTA5 12839",0.0252
"G12841","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12841",,,,,,,"ZCTA5 12841",0.6291,"ZCTA5 12841",0.2135
"G12842","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12842",,,,,,,"ZCTA5 12842",0.4416,"ZCTA5 12842",0.0640
"G12843","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12843",,,,,,,"ZCTA5 12843",0.3627,"ZCTA5 12843",0.0803
"G12844","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12844",,,,,,,"ZCTA5 12844",0.4932,"ZCTA5 12844",0.2118
"G12845","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12845",,,,,,,"ZCTA5 12845",0.4710,"ZCTA5 12845",0.0465
"G12846","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12846",,,,,,,"ZCTA5 12846",0.3890,"ZCTA5 12846",0.0527
"G12847","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12847",,,,,,,"ZCTA5 12847",0.4489,"ZCTA5 12847",0.0646
"G12849","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12849",,,,,,,"ZCTA5 12849",0.2604,"ZCTA5 12849",0.1188
"G12850","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12850",,,,,,,"ZCTA5 12850",0.3984,"ZCTA5 12850",0.0499
"G12851","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12851",,,,,,,"ZCTA5 12851",0.4791,"ZCTA5 12851",0.0683
"G12852","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12852",,,,,,,"ZCTA5 12852",0.3398,"ZCTA5 12852",0.0355
"G12853","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12853",,,,,,,"ZCTA5 12853",0.3927,"ZCTA5 12853",0.0571
"G12855","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12855",,,,,,,"ZCTA5 12855",0.3738,"ZCTA5 12855",0.0780
"G12856","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12856",,,,,,,"ZCTA5 12856",0.3859,"ZCTA5 12856",0.2585
"G12857","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12857",,,,,,,"ZCTA5 12857",0.3692,"ZCTA5 12857",0.0555
"G12858","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12858",,,,,,,"ZCTA5 12858",0.3345,"ZCTA5 12858",0.1877
"G12859","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12859",,,,,,,"ZCTA5 12859",0.4194,"ZCTA5 12859",0.0615
"G12860","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12860",,,,,,,"ZCTA5 12860",0.4851,"ZCTA5 12860",0.0767
"G12861","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12861",,,,,,,"ZCTA5 12861",0.4505,"ZCTA5 12861",0.0786
"G12862","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12862",,,,,,,"ZCTA5 12862",,"ZCTA5 12862",
"G12863","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12863",,,,,,,"ZCTA5 12863",0.3255,"ZCTA5 12863",0.0770
"G12864","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12864",,,,,,,"ZCTA5 12864",0.2919,"ZCTA5 12864",0.3289
"G12865","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12865",,,,,,,"ZCTA5 12865",0.3753,"ZCTA5 12865",0.0334
"G12866","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12866",,,,,,,"ZCTA5 12866",0.4596,"ZCTA5 12866",0.0202
"G12870","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12870",,,,,,,"ZCTA5 12870",0.4128,"ZCTA5 12870",0.0526
"G12871","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12871",,,,,,,"ZCTA5 12871",0.4460,"ZCTA5 12871",0.0800
"G12872","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12872",,,,,,,"ZCTA5 12872",0.0658,"ZCTA5 12872",0.2149
"G12873","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12873",,,,,,,"ZCTA5 12873",0.3960,"ZCTA5 12873",0.0612
"G12874","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12874",,,,,,,"ZCTA5 12874",0.3674,"ZCTA5 12874",0.0593
"G12878","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12878",,,,,,,"ZCTA5 12878",0.3693,"ZCTA5 12878",0.0408
"G12883","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12883",,,,,,,"ZCTA5 12883",0.4550,"ZCTA5 12883",0.0889
"G12884","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12884",,,,,,,"ZCTA5 12884",0.3862,"ZCTA5 12884",0.0672
"G12885","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12885",,,,,,,"ZCTA5 12885",0.4305,"ZCTA5 12885",0.0471
"G12886","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12886",,,,,,,"ZCTA5 12886",0.3224,"ZCTA5 12886",0.1437
"G12887","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12887",,,,,,,"ZCTA5 12887",0.3933,"ZCTA5 12887",0.0315
"G12901","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12901",,,,,,,"ZCTA5 12901",0.4565,"ZCTA5 12901",0.0164
"G12903","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12903",,,,,,,"ZCTA5 12903",0.3969,"ZCTA5 12903",0.0593
"G12910","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12910",,,,,,,"ZCTA5 12910",0.4163,"ZCTA5 12910",0.0710
"G12911","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12911",,,,,,,"ZCTA5 12911",0.0074,"ZCTA5 12911",0.0050
"G12912","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12912",,,,,,,"ZCTA5 12912",0.4446,"ZCTA5 12912",0.0777
"G12913","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"12913",,,,,,,"ZCTA5 12913",0.3972,"ZCTA5 12913",0.0613
