GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ADNKE001,NAME_M,ADNKM001
"G17113","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17113",,,,,,,,"ZCTA5 17113",45819,"ZCTA5 17113",2249
"G17120","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17120",,,,,,,,"ZCTA5 17120",,"ZCTA5 17120",
"G17201","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17201",,,,,,,,"ZCTA5 17201",44223,"ZCTA5 17201",3300
"G17202","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17202",,,,,,,,"ZCTA5 17202",65139,"ZCTA5 17202",3346
"G17210","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17210",,,,,,,,"ZCTA5 17210",92381,"ZCTA5 17210",21745
"G17211","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17211",,,,,,,,"ZCTA5 17211",40750,"ZCTA5 17211",19395
"G17212","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17212",,,,,,,,"ZCTA5 17212",60714,"ZCTA5 17212",16674
"G17213","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17213",,,,,,,,"ZCTA5 17213",43889,"ZCTA5 17213",3291
"G17214","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17214",,,,,,,,"ZCTA5 17214",43289,"ZCTA5 17214",7836
"G17215","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17215",,,,,,,,"ZCTA5 17215",46563,"ZCTA5 17215",18266
"G17217","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17217",,,,,,,,"ZCTA5 17217",52750,"ZCTA5 17217",34060
"G17219","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17219",,,,,,,,"ZCTA5 17219",45469,"ZCTA5 17219",12722
"G17220","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17220",,,,,,,,"ZCTA5 17220",50750,"ZCTA5 17220",24526
"G17221","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17221",,,,,,,,"ZCTA5 17221",38542,"ZCTA5 17221",14828
"G17222","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17222",,,,,,,,"ZCTA5 17222",54623,"ZCTA5 17222",3945
"G17223","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17223",,,,,,,,"ZCTA5 17223",45625,"ZCTA5 17223",18738
"G17224","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17224",,,,,,,,"ZCTA5 17224",49063,"ZCTA5 17224",15539
"G17225","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17225",,,,,,,,"ZCTA5 17225",65054,"ZCTA5 17225",4054
"G17228","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17228",,,,,,,,"ZCTA5 17228",43958,"ZCTA5 17228",4129
"G17229","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17229",,,,,,,,"ZCTA5 17229",48359,"ZCTA5 17229",9461
"G17233","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17233",,,,,,,,"ZCTA5 17233",45908,"ZCTA5 17233",2568
"G17235","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17235",,,,,,,,"ZCTA5 17235",52112,"ZCTA5 17235",29725
"G17236","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17236",,,,,,,,"ZCTA5 17236",53862,"ZCTA5 17236",4662
"G17237","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17237",,,,,,,,"ZCTA5 17237",61806,"ZCTA5 17237",13794
"G17238","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17238",,,,,,,,"ZCTA5 17238",50952,"ZCTA5 17238",5613
"G17239","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17239",,,,,,,,"ZCTA5 17239",56250,"ZCTA5 17239",5661
"G17240","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17240",,,,,,,,"ZCTA5 17240",59907,"ZCTA5 17240",4541
"G17241","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17241",,,,,,,,"ZCTA5 17241",56060,"ZCTA5 17241",4168
"G17243","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17243",,,,,,,,"ZCTA5 17243",44732,"ZCTA5 17243",7122
"G17244","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17244",,,,,,,,"ZCTA5 17244",57656,"ZCTA5 17244",5764
"G17246","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17246",,,,,,,,"ZCTA5 17246",57019,"ZCTA5 17246",20856
"G17247","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17247",,,,,,,,"ZCTA5 17247",70781,"ZCTA5 17247",67247
"G17249","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17249",,,,,,,,"ZCTA5 17249",41250,"ZCTA5 17249",4297
"G17250","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17250",,,,,,,,"ZCTA5 17250",,"ZCTA5 17250",
"G17251","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17251",,,,,,,,"ZCTA5 17251",56250,"ZCTA5 17251",13897
"G17252","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17252",,,,,,,,"ZCTA5 17252",46932,"ZCTA5 17252",15423
"G17253","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17253",,,,,,,,"ZCTA5 17253",52500,"ZCTA5 17253",22522
"G17254","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17254",,,,,,,,"ZCTA5 17254",,"ZCTA5 17254",
"G17255","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17255",,,,,,,,"ZCTA5 17255",48456,"ZCTA5 17255",11448
"G17256","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17256",,,,,,,,"ZCTA5 17256",,"ZCTA5 17256",
"G17257","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17257",,,,,,,,"ZCTA5 17257",45343,"ZCTA5 17257",2787
"G17260","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17260",,,,,,,,"ZCTA5 17260",42193,"ZCTA5 17260",5545
"G17261","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17261",,,,,,,,"ZCTA5 17261",,"ZCTA5 17261",
"G17262","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17262",,,,,,,,"ZCTA5 17262",43333,"ZCTA5 17262",13510
"G17263","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17263",,,,,,,,"ZCTA5 17263",66707,"ZCTA5 17263",18222
"G17264","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17264",,,,,,,,"ZCTA5 17264",43702,"ZCTA5 17264",4684
"G17265","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17265",,,,,,,,"ZCTA5 17265",51250,"ZCTA5 17265",18554
"G17266","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17266",,,,,,,,"ZCTA5 17266",63958,"ZCTA5 17266",15215
"G17267","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17267",,,,,,,,"ZCTA5 17267",56583,"ZCTA5 17267",5702
"G17268","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17268",,,,,,,,"ZCTA5 17268",50969,"ZCTA5 17268",1637
"G17270","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17270",,,,,,,,"ZCTA5 17270",56250,"ZCTA5 17270",16744
"G17271","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17271",,,,,,,,"ZCTA5 17271",40417,"ZCTA5 17271",22149
"G17272","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17272",,,,,,,,"ZCTA5 17272",25526,"ZCTA5 17272",13690
"G17301","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17301",,,,,,,,"ZCTA5 17301",62197,"ZCTA5 17301",5020
"G17302","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17302",,,,,,,,"ZCTA5 17302",64519,"ZCTA5 17302",5861
"G17304","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17304",,,,,,,,"ZCTA5 17304",62277,"ZCTA5 17304",4972
"G17306","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17306",,,,,,,,"ZCTA5 17306",57292,"ZCTA5 17306",12318
"G17307","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17307",,,,,,,,"ZCTA5 17307",58710,"ZCTA5 17307",4058
"G17309","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17309",,,,,,,,"ZCTA5 17309",41436,"ZCTA5 17309",6681
"G17311","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17311",,,,,,,,"ZCTA5 17311",,"ZCTA5 17311",
"G17313","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17313",,,,,,,,"ZCTA5 17313",57157,"ZCTA5 17313",5875
"G17314","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17314",,,,,,,,"ZCTA5 17314",53033,"ZCTA5 17314",6733
"G17315","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17315",,,,,,,,"ZCTA5 17315",60170,"ZCTA5 17315",2690
"G17316","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17316",,,,,,,,"ZCTA5 17316",67926,"ZCTA5 17316",3455
"G17317","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17317",,,,,,,,"ZCTA5 17317",41397,"ZCTA5 17317",17948
"G17318","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17318",,,,,,,,"ZCTA5 17318",38527,"ZCTA5 17318",25611
"G17319","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17319",,,,,,,,"ZCTA5 17319",65526,"ZCTA5 17319",12959
"G17320","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17320",,,,,,,,"ZCTA5 17320",69672,"ZCTA5 17320",4952
"G17321","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17321",,,,,,,,"ZCTA5 17321",67772,"ZCTA5 17321",5268
"G17322","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17322",,,,,,,,"ZCTA5 17322",59967,"ZCTA5 17322",10422
"G17324","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17324",,,,,,,,"ZCTA5 17324",59181,"ZCTA5 17324",14165
"G17325","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17325",,,,,,,,"ZCTA5 17325",58037,"ZCTA5 17325",3028
"G17327","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17327",,,,,,,,"ZCTA5 17327",62599,"ZCTA5 17327",4559
"G17329","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17329",,,,,,,,"ZCTA5 17329",83029,"ZCTA5 17329",9495
"G17331","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17331",,,,,,,,"ZCTA5 17331",59361,"ZCTA5 17331",1988
"G17339","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17339",,,,,,,,"ZCTA5 17339",76090,"ZCTA5 17339",8957
"G17340","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17340",,,,,,,,"ZCTA5 17340",62650,"ZCTA5 17340",3296
"G17343","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17343",,,,,,,,"ZCTA5 17343",,"ZCTA5 17343",
"G17344","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17344",,,,,,,,"ZCTA5 17344",43125,"ZCTA5 17344",11103
"G17345","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17345",,,,,,,,"ZCTA5 17345",56350,"ZCTA5 17345",3226
"G17347","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17347",,,,,,,,"ZCTA5 17347",70411,"ZCTA5 17347",6385
"G17349","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17349",,,,,,,,"ZCTA5 17349",82614,"ZCTA5 17349",10563
"G17350","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17350",,,,,,,,"ZCTA5 17350",57257,"ZCTA5 17350",3655
"G17352","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17352",,,,,,,,"ZCTA5 17352",54750,"ZCTA5 17352",10189
"G17353","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17353",,,,,,,,"ZCTA5 17353",62609,"ZCTA5 17353",13564
"G17355","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17355",,,,,,,,"ZCTA5 17355",57500,"ZCTA5 17355",17178
"G17356","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17356",,,,,,,,"ZCTA5 17356",57530,"ZCTA5 17356",3445
"G17360","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17360",,,,,,,,"ZCTA5 17360",73472,"ZCTA5 17360",8727
"G17361","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17361",,,,,,,,"ZCTA5 17361",72689,"ZCTA5 17361",8072
"G17362","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17362",,,,,,,,"ZCTA5 17362",65794,"ZCTA5 17362",2328
"G17363","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17363",,,,,,,,"ZCTA5 17363",71679,"ZCTA5 17363",6088
"G17364","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17364",,,,,,,,"ZCTA5 17364",54145,"ZCTA5 17364",8684
"G17365","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17365",,,,,,,,"ZCTA5 17365",64054,"ZCTA5 17365",10190
"G17366","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17366",,,,,,,,"ZCTA5 17366",51446,"ZCTA5 17366",6467
"G17368","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17368",,,,,,,,"ZCTA5 17368",53704,"ZCTA5 17368",3377
"G17370","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17370",,,,,,,,"ZCTA5 17370",62372,"ZCTA5 17370",5966
"G17371","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17371",,,,,,,,"ZCTA5 17371",73611,"ZCTA5 17371",17459
"G17372","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17372",,,,,,,,"ZCTA5 17372",61898,"ZCTA5 17372",7325
"G17401","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17401",,,,,,,,"ZCTA5 17401",25506,"ZCTA5 17401",4382
"G17402","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17402",,,,,,,,"ZCTA5 17402",59152,"ZCTA5 17402",3640
"G17403","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17403",,,,,,,,"ZCTA5 17403",48504,"ZCTA5 17403",3582
"G17404","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17404",,,,,,,,"ZCTA5 17404",50751,"ZCTA5 17404",2162
"G17406","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17406",,,,,,,,"ZCTA5 17406",56552,"ZCTA5 17406",2135
"G17407","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17407",,,,,,,,"ZCTA5 17407",89911,"ZCTA5 17407",13330
"G17408","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17408",,,,,,,,"ZCTA5 17408",64905,"ZCTA5 17408",3257
"G17501","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17501",,,,,,,,"ZCTA5 17501",53056,"ZCTA5 17501",3598
"G17502","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17502",,,,,,,,"ZCTA5 17502",63295,"ZCTA5 17502",15842
"G17505","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17505",,,,,,,,"ZCTA5 17505",48032,"ZCTA5 17505",6996
"G17507","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17507",,,,,,,,"ZCTA5 17507",,"ZCTA5 17507",
"G17508","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17508",,,,,,,,"ZCTA5 17508",97404,"ZCTA5 17508",64517
"G17509","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17509",,,,,,,,"ZCTA5 17509",58790,"ZCTA5 17509",6308
"G17512","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17512",,,,,,,,"ZCTA5 17512",50289,"ZCTA5 17512",2569
"G17516","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17516",,,,,,,,"ZCTA5 17516",67724,"ZCTA5 17516",7559
"G17517","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17517",,,,,,,,"ZCTA5 17517",66583,"ZCTA5 17517",5664
"G17518","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17518",,,,,,,,"ZCTA5 17518",51908,"ZCTA5 17518",14821
"G17519","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17519",,,,,,,,"ZCTA5 17519",59602,"ZCTA5 17519",10599
"G17520","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17520",,,,,,,,"ZCTA5 17520",74896,"ZCTA5 17520",7301
"G17522","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17522",,,,,,,,"ZCTA5 17522",55921,"ZCTA5 17522",2327
"G17527","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17527",,,,,,,,"ZCTA5 17527",57855,"ZCTA5 17527",3860
"G17529","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17529",,,,,,,,"ZCTA5 17529",53566,"ZCTA5 17529",5813
"G17532","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17532",,,,,,,,"ZCTA5 17532",60119,"ZCTA5 17532",11644
"G17535","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17535",,,,,,,,"ZCTA5 17535",57888,"ZCTA5 17535",4718
"G17536","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17536",,,,,,,,"ZCTA5 17536",63947,"ZCTA5 17536",6310
"G17538","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17538",,,,,,,,"ZCTA5 17538",82617,"ZCTA5 17538",7386
"G17540","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17540",,,,,,,,"ZCTA5 17540",59284,"ZCTA5 17540",6440
"G17543","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17543",,,,,,,,"ZCTA5 17543",67408,"ZCTA5 17543",3485
"G17545","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17545",,,,,,,,"ZCTA5 17545",59179,"ZCTA5 17545",5372
"G17547","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17547",,,,,,,,"ZCTA5 17547",66105,"ZCTA5 17547",8226
"G17550","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17550",,,,,,,,"ZCTA5 17550",71250,"ZCTA5 17550",54657
"G17551","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17551",,,,,,,,"ZCTA5 17551",54679,"ZCTA5 17551",5898
"G17552","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17552",,,,,,,,"ZCTA5 17552",63066,"ZCTA5 17552",3827
"G17554","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17554",,,,,,,,"ZCTA5 17554",53750,"ZCTA5 17554",8433
"G17555","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17555",,,,,,,,"ZCTA5 17555",68616,"ZCTA5 17555",4408
"G17557","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17557",,,,,,,,"ZCTA5 17557",56857,"ZCTA5 17557",4297
"G17560","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17560",,,,,,,,"ZCTA5 17560",42663,"ZCTA5 17560",6582
"G17562","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17562",,,,,,,,"ZCTA5 17562",62313,"ZCTA5 17562",8288
"G17563","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17563",,,,,,,,"ZCTA5 17563",53125,"ZCTA5 17563",12321
"G17565","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17565",,,,,,,,"ZCTA5 17565",67679,"ZCTA5 17565",10044
"G17566","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17566",,,,,,,,"ZCTA5 17566",58787,"ZCTA5 17566",4908
"G17569","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17569",,,,,,,,"ZCTA5 17569",84260,"ZCTA5 17569",7626
"G17570","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17570",,,,,,,,"ZCTA5 17570",,"ZCTA5 17570",
"G17572","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17572",,,,,,,,"ZCTA5 17572",55745,"ZCTA5 17572",9629
"G17576","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17576",,,,,,,,"ZCTA5 17576",,"ZCTA5 17576",
"G17578","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17578",,,,,,,,"ZCTA5 17578",62442,"ZCTA5 17578",5341
"G17579","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17579",,,,,,,,"ZCTA5 17579",63449,"ZCTA5 17579",6041
"G17581","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17581",,,,,,,,"ZCTA5 17581",51667,"ZCTA5 17581",9349
"G17582","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17582",,,,,,,,"ZCTA5 17582",74356,"ZCTA5 17582",6878
"G17584","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17584",,,,,,,,"ZCTA5 17584",65382,"ZCTA5 17584",7769
"G17601","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17601",,,,,,,,"ZCTA5 17601",66893,"ZCTA5 17601",2673
"G17602","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17602",,,,,,,,"ZCTA5 17602",44879,"ZCTA5 17602",2469
"G17603","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17603",,,,,,,,"ZCTA5 17603",44369,"ZCTA5 17603",2876
"G17606","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17606",,,,,,,,"ZCTA5 17606",26250,"ZCTA5 17606",10553
"G17701","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17701",,,,,,,,"ZCTA5 17701",39563,"ZCTA5 17701",2418
"G17702","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17702",,,,,,,,"ZCTA5 17702",44865,"ZCTA5 17702",7420
"G17721","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17721",,,,,,,,"ZCTA5 17721",51271,"ZCTA5 17721",3944
"G17723","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17723",,,,,,,,"ZCTA5 17723",66250,"ZCTA5 17723",32299
"G17724","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17724",,,,,,,,"ZCTA5 17724",44565,"ZCTA5 17724",4613
"G17727","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17727",,,,,,,,"ZCTA5 17727",48750,"ZCTA5 17727",26581
"G17728","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17728",,,,,,,,"ZCTA5 17728",57818,"ZCTA5 17728",4060
"G17729","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17729",,,,,,,,"ZCTA5 17729",36250,"ZCTA5 17729",8888
"G17730","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17730",,,,,,,,"ZCTA5 17730",,"ZCTA5 17730",
"G17731","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17731",,,,,,,,"ZCTA5 17731",66250,"ZCTA5 17731",28647
"G17737","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17737",,,,,,,,"ZCTA5 17737",54185,"ZCTA5 17737",4278
"G17739","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17739",,,,,,,,"ZCTA5 17739",20750,"ZCTA5 17739",1840
"G17740","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17740",,,,,,,,"ZCTA5 17740",53577,"ZCTA5 17740",3279
"G17742","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17742",,,,,,,,"ZCTA5 17742",29844,"ZCTA5 17742",20090
"G17744","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17744",,,,,,,,"ZCTA5 17744",49228,"ZCTA5 17744",5206
"G17745","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17745",,,,,,,,"ZCTA5 17745",39497,"ZCTA5 17745",2923
"G17747","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17747",,,,,,,,"ZCTA5 17747",54663,"ZCTA5 17747",3539
"G17748","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17748",,,,,,,,"ZCTA5 17748",23750,"ZCTA5 17748",12347
"G17749","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17749",,,,,,,,"ZCTA5 17749",45536,"ZCTA5 17749",17258
"G17750","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17750",,,,,,,,"ZCTA5 17750",68333,"ZCTA5 17750",14451
"G17751","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17751",,,,,,,,"ZCTA5 17751",53093,"ZCTA5 17751",4538
"G17752","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17752",,,,,,,,"ZCTA5 17752",49848,"ZCTA5 17752",3456
"G17754","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17754",,,,,,,,"ZCTA5 17754",60909,"ZCTA5 17754",5747
"G17756","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17756",,,,,,,,"ZCTA5 17756",52423,"ZCTA5 17756",3620
"G17758","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17758",,,,,,,,"ZCTA5 17758",42500,"ZCTA5 17758",8060
"G17760","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17760",,,,,,,,"ZCTA5 17760",48906,"ZCTA5 17760",7367
"G17762","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17762",,,,,,,,"ZCTA5 17762",56094,"ZCTA5 17762",30004
"G17763","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17763",,,,,,,,"ZCTA5 17763",41875,"ZCTA5 17763",18625
"G17764","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17764",,,,,,,,"ZCTA5 17764",29385,"ZCTA5 17764",1452
"G17765","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17765",,,,,,,,"ZCTA5 17765",50150,"ZCTA5 17765",5281
"G17767","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17767",,,,,,,,"ZCTA5 17767",47946,"ZCTA5 17767",8397
"G17768","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17768",,,,,,,,"ZCTA5 17768",38125,"ZCTA5 17768",18315
"G17771","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17771",,,,,,,,"ZCTA5 17771",51941,"ZCTA5 17771",3979
"G17772","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17772",,,,,,,,"ZCTA5 17772",58580,"ZCTA5 17772",5332
